Author,Title,ISBN,Location,Owner
Willyce Kim,Dancer Dawkins and the California Kid,932870597,Storage,Box #30
Willyce Kim (Author),Dead Heat,1555831192,Storage,Box #30
Erika Kimpton,Tansie,1875559345,Storage,Box #30
Jamaica Kincaid,At the Bottom of the River,394736834,Storage,Box #22
Francis King,Danny Hill,854490582,Storage,Box #42
Francis King,Domestic Animal (Gay Modern Classic),907040322,Storage,Box #08
Francis King,Firewalkers,907040721,Storage,Box #08
Francis King,Punishments,241127254,Storage,Box #08
Francis King,Voices in an Empty Room,316493481,Storage,Box #08
Laurie R. King,A Grave Talent,312088043,Storage,Box #30
Gary Kinsman,The Regulation of Desire Sexuality in Canada,920057799,Storage,Box #35
Marshall Kirk; Hunter Madsen,After the Ball,385239068,Storage,Box #37
James Kirkwood,"Good Times, Bad Times",449204693,Storage,Box #22
James Kirkwood,Hit Me with a Rainbow,440136229,Storage,Box #22
James Kirkwood,P.S. Your Cat is Dead!,,Storage,Box #22
James Kirkwood,Some Kind of Hero,690007574,Storage,Box #22
James Kirkwood,There Must Be a Pony!,380006898,Storage,Box #22
Celia Kitzinger,The Social Construction of Lesbianism,803981163,Storage,Box #37
Dolores Klaich,Heavy Gilt,941483258,Storage,Box #30
Seymour Kleinberg,Alienated Affections,312021585,Storage,Box #37
Seymour Kleinberg (Editor),The Other Persuasion,039472237X,Storage,Box #22
Steve Kluger,Changing Pitches (Old Edition),1555831559,Storage,Box #08
Phyllis Knight,Switching the Odds,312094000,Storage,Box #22
Noretta Koertge,Valley of the Amazons,312836082,Storage,Box #30
Noretta Koertge,Who Was That Masked Woman?,312870337,Storage,Box #30
Billy Kolber-Stuart; David Savage; David Alport,Out & About USA Cities,078688178X,Storage,Box #38
Susan Koppelman (Editor),Two Friends and Other Nineteenth-Century Lesbian Stories by American Women Writers,452011191,Storage,Box #30
Krandall Kraus,The President's Son,093287083x,Storage,Box #08
Katherine E. Kreuter,Fool Me Once,963082280,Storage,Box #30
Karen Kringle,Vital Ties,933216904,Storage,Box #30
James Howard Kunstler,The Halloween Ball,553344439,Storage,Box #08
Alesia Kunz,Shangrila & Linda,960579400,Storage,Box #30
Melissa Kwasny,Modern Daughters and the Outlaw West,933216750,Storage,Box #30
Adam Shand Kydd,Happy Trails,722152884,Storage,Box #22
Mercedes Lackey,"Magic's Pawn (The Last Herald-Mage Series, Book 1)",886773520,Storage,Box #25
Mercedes Lackey,"Magic's Price (The Last Herald-Mage Series, Book 3)",886774268,Storage,Box #25
Mercedes Lackey,"Magic's Promise (The Last Herald-Mage Series, Book 2)",886774012,Storage,Box #25
Amy Lane,Clear Water,1613721919,Storage,Box #08
Erskine Lane,Game-Texts,917342585,Storage,Box #42
Shawn Lane,Lawyers in Love,9781602728592,Storage,Box #19
Elizabeth Lang,Anna’s Country,930044193,Storage,Box #30
Tony Lang (Author); Brett Woods (Illustrator),The Gay Cliché,031231793X,Storage,Box #40
Joe R. Lansdale,Mucho Mojo,892964901,Storage,Box #08
Josh Lanyon,Adrien English 4: Death of a Pirate King,9781934531310,Storage,Box #08
Josh Lanyon,Adrien English 5: The Dark Tide,9781608201235,Storage,Box #08
Josh Lanyon; Samantha Kane; Victor J. Banis; George Seaton,Esprit De Corps,9781934531037,Storage,Box #08
Kim Larabee (Author),Behind the Mask,1555831516,Storage,Box #30
Vincent Lardo,China House,932870309,Storage,Box #08
Vincent Lardo,The Mask of Narcissus,093287097x,Storage,Box #08
Vincent Lardo,The Prince and the Pretender,932870538,Storage,Box #08
Jessie Lattimore,High Contrast,941483177,Storage,Box #30
Eric Latzky,Three Views From Vertical Cliffs,927200112,Storage,Box #08
Jessica Lauren,She Died Twice,934678340,Storage,Box #30
D. H. Lawrence,Sons and Lovers,None,Storage,Box #08
Jay B. Laws,Steam,1555831842,Storage,Box #08
Jay B. Laws,The Unfinished,1555832172,Storage,Box #08
David Leavitt,Equal Affections,155584202X,Storage,Box #08
David Leavitt,Family Dancing,394538722,Storage,Box #08
David Leavitt,A Place I’ve Never Been,670821969,Storage,Box #08
David Leavitt,While England Sleeps,670833495,Storage,Box #08
Gerald Lebonati,Tropic Lights,915175053,Storage,Box #08
John LeCarre,Naive and Sentimental Lover,340515929,Storage,Box #22
Bill Lee,Bi Ranchers Bi Mates,1879194023,Storage,Box #19
Bill Lee,Rogues to Remember,1879194007,Storage,Box #19
Lilian Lee; Andrea Lingenfelter (Translator),Farewell My Concubine,60976446,Storage,Box #22
Peter Lefcourt,The Deal,60975601,Storage,Box #08
Peter Lefcourt,The Dreyfus Affair,60975598,Storage,Box #08
W. Dorr Legg (Editor),Homophile Studies,1879194171,Storage,Box #37
John Lehmann,Christopher Isherwood,805004351,Storage,Box #39
"Lesbian Writing & Publishing Collective, Lesbian",Dykewords,889611491,Storage,Box #16
Stan Leventhal,The Black Marble Pool,927200058,Storage,Box #08
Stan Leventhal,A Herd of Tiny Elephants,934411131,Storage,Box #08
Stan Leventhal,Mountain Climbing in Sheridan Square,934411085,Storage,Box #08
Michael Levey,Tempting Fate,860720659,Storage,Box #08
Jenifer Levin,The Sea of Light (Plume Books),452270596,Storage,Box #30
Martin P. Levine (Editor),Gay Men,60125861,Storage,Box #37
Sasha G. Lewis,Sunday's Women,807037958,Storage,Box #37
Stephen Lewis,Cowboy Blues,932870643,Storage,Box #08
Winston Leyland (Editor),Angels of the Lyre,915572133,Storage,Box #16
Winston Leyland (Editor),Gay Roots,940567121,Storage,Box #17
Winston Leyland,Gay Sunshine Journal,917342011,Storage,Box #16
Winston Leyland,LUST,943595487,Storage,Box #19
Winston Leyland,Orgasms Homosexual Encounters From First Hand Volume Two,917342127,Storage,Box #19
Winston Leyland,Orgasms of Light,917342534,Storage,Box #16
Winston Leyland (Editor); E.A. Lacey (Translator),My Deep Dark Pain is Love,091734202X,Storage,Box #08
Salvatore J. Licata (Editor); Robert P. Petersen (Editor),Historical Perspectives on Homosexuality,917724275,Storage,Box #41
Stephan Liko (Editor),Coming Out,679740546,Storage,Box #17
Joan Lindau,Letting in the Night,932379605,Storage,Box #30
Nanci Little (Author),Thin Fire,963082248,Storage,Box #30
Anna Livia,Minimax,933377126,Storage,Box #30
Anna Livia,The Pied Piper,090650029x,Storage,Box #30
Anna Livia,Relatively Norma,906500109,Storage,Box #30
Robin Lloyd,Playland,704332507,Storage,Box #37
Philip Lloyd-Bostock,The Centre of the Labyrinth,704370301,Storage,Box #09
Clare London,True Colors,9781935192947,Storage,Box #09
Richard Long,Strange Bedfellows,,Storage,Box #19
Randye Lordon,Brotherly Love (Stonewall Inn Mysteries),312109474,Storage,Box #30
Lynn Lorenz,Hearts of New Orleans,9781602727854,Storage,Box #19
Lynn Lorenz,Rush in the Dark,1596329408,Storage,Box #09
Lynn Lorenz,Soul Bonds,1596328207,Storage,Box #09
Joann Loulan; Drawings by Barbara Johnson; Marcia Quackenbush (Illustrator),Lesbian Sex,933216130,Storage,Box #35
Brenda Love,Encyclopedia of Unusual Sex Practices,1569800111,Storage,Box #35
J. R. Loveless,Touch Me Gently,9781615815746,Storage,Box #09
Frances Lucas,Cathy IV,934678413,Storage,Box #30
Frances Lucas,Dark Horse,934678219,Storage,Box #30
Lee Lynch,The Amazon Trail,941483274,Storage,Box #30
Lee Lynch (Author),Cactus Love,156280071X,Storage,Box #30
Lee Lynch,Dusty’s Queen of Hearts Diner,941483010,Storage,Box #30
Lee Lynch,Morton River Valley,1562800167,Storage,Box #30
Lee Lynch,Old Dyke Tales,930044517,Storage,Box #30
Lee Lynch (Author),Sue Slate,941483525,Storage,Box #30
Lee Lynch (Author),The Swashbuckler,930044665,Storage,Box #30
Lee Lynch,That Old Studebaker,941483827,Storage,Box #30
Lee Lynch (Author),Toothpick House,930044452,Storage,Box #30
Carol Lynne; T.A. Chase,The Haunting of St Xavier,9780857154170,Storage,Box #09
Lynda Lyons,Priorities,941483665,Storage,Box #30
Brit M,Teaching Him a Lesson,9781607778400,Storage,Box #19
Bernard Maclaverty,Lamb (King Penguin),140057692,Storage,Box #09
Curt MacLean,Slave Brother,,Storage,Box #19
Ann Macleod,Being Someone,933216866,Storage,Box #30
Candace W. Macmahon,Elizabeth Bishop,813907837,Storage,Box #39
Claire Macquet,The Flying Hart,090717955X,Storage,Box #30
Jaye Maiman,Crazy for Loving,1562800256,Storage,Box #30
Jaye Maiman,I Left My Heart,094148372X,Storage,Box #30
Jaye Maiman,Under My Skin,1562800493,Storage,Box #31
Geoff Mains,Gentle Warriors,915175363,Storage,Box #09
Geoffrey Mains,Urban Aboriginals,917342380,Storage,Box #35
David Malouf,Johnno,140042563,Storage,Box #09
Mabel Maney,The Case of the Good-For-Nothing Girlfriend,939416905,Storage,Box #31
Mabel Maney,The Case of the Not-So-Nice Nurse,939416751,Storage,Box #31
Alberto Manguel (Editor); Craig Stephenson (Editor),In Another Part of the Forest,051788156X,Storage,Box #09
Joey Manley,The Death of Donna-May Dean,312058527,Storage,Box #09
Klaus Mann; Laurence Senelick (Translator),The Pious Dance,1555540171,Storage,Box #09
Thomas Mann,Death in Venice,,Storage,Box #09
Jackie Manthorne (Author),Fascination and Other Bar Stories,921881169,Storage,Box #31
Jackie Manthorne,Ghost Motel,921881312,Storage,Box #31
D. W. Marchwell,"An Earlier Heaven (MacKenzie & Loewenberger, Book 2)",9781615816392,Storage,Box #09
D. W. Marchwell,Falling,9781935192176,Storage,Box #09
D. W. Marchwell,"Good to Know (MacKenzie & Loewenberger, Book 1)",9781615810772,Storage,Box #09
D. W. Marchwell,"Roots and Wings (MacKenzie & Loewenberger, Book 3)",9781613721889,Storage,Box #09
D. W. Marchwell,"A Still, Small Voice",9781613721506,Storage,Box #09
Patrick Marnham,The Man Who Wasn’t Maigret,374201714,Storage,Box #39
Paule Marshall,Praisesong for the Widow,525480986,Storage,Box #22
Adam Mars-Jones,Lantern Lecture and Other Stories,571118135,Storage,Box #09
Adam Mars-Jones,Mae West is Dead,571148980,Storage,Box #22
Adam Mars-Jones,Monopolies of Loss,679419403,Storage,Box #09
Adam Mars-Jones,The Waters of Thirst,679419411,Storage,Box #09
Kenneth Martin,Billys Brother,854491090,Storage,Box #09
Michelle Martin,Pembroke Park,930044770,Storage,Box #31
Paula Martinac,Home Movies,187806732X,Storage,Box #09
Paula Martinac; Carla Tomaso,Voyages Out 1,931188792,Storage,Box #31
Lia Matera,The Good Fight,345371070,Storage,Box #22
Sean Mathias,Manhattan Mourning,946189374,Storage,Box #09
Robin Maugham,The Wrong People,70409684,Storage,Box #09
Robin Maugham; Peter Burton (Editor),"The Boy From Beirut, and Other Stories",917342909,Storage,Box #09
Z. A. Maxfield,"Jacob's Ladder (St. Nachos, Book 3)",9781607377450,Storage,Box #09
Z. A. Maxfield,"St. Nacho's (St. Nacho's, Book 1)",9781596328839,Storage,Box #09
William Maxwell,The Folded Leaf,879233516,Storage,Box #09
Lizabeth May,"Rose-Bearer, the",938743058,Storage,Box #31
Robert Mcalmon; Gore Vidal (Foreword); Edward N.S. Lorusso (Introduction),Miss Knight and Others,826313531,Storage,Box #22
Joseph A. McCaffrey (Editor),The Homosexual Dialectic,133945855,Storage,Box #37
Stephen Mccauley,The Easy Way Out,671787381,Storage,Box #09
Stephen Mccauley,The Object of My Affection,671743503,Storage,Box #09
Kristin Mccloy,Some Girls,525938370,Storage,Box #31
Vicki P. Mcconnell; Janet Fons (Illustrator),The Burnton Widows,930044525,Storage,Box #31
Vicki P. Mcconnell; Janet Fons (Illustrator),Double Daughter,941483266,Storage,Box #31
Vicki P. Mcconnell; Janet Fons (Illustrator),Mrs. Porter’s Letter,930044290,Storage,Box #31
James Mccourt,Time Remaining,679412662,Storage,Box #09
Bob Mccubbin,Roots of Lesbian and Gay Oppression,895671166,Storage,Box #37
Carson McCulelrs; Tennessee Williams (Introduction),Reflections in a Golden Eye,None,Storage,Box #22
Judith McDaniel,Just Say Yes,932379974,Storage,Box #31
Judith McDaniel,Winter Passage,933216106,Storage,Box #31
Val Mcdermid,Common Murder,727847090,Storage,Box #22
Boyd Mcdonald,Juice,917342364,Storage,Box #19
Boyd Mcdonald,Meat,091734278X,Storage,Box #19
Boyd Mcdonald (Editor); Winston Leyland (Editor),Sex,917342984,Storage,Box #19
Jb Mcdonald,By Degrees,9781603707749,Storage,Box #09
Christian Mcewen; Sue O'sullivan,Out the Other Side,895943638,Storage,Box #31
Peter Mcgehee,Beyond Happiness,920869017,Storage,Box #39
Peter Mcgehee,Boys Like Us,312046065,Storage,Box #09
Peter Mcgehee,The I.Q. Zoo,1550500260,Storage,Box #09
Peter Mcgehee,Sweetheart,312093993,Storage,Box #09
Claudia Mckay,The Kali Connection,934678545,Storage,Box #31
Claudia Mckay,Promise of the Rose Stone,934678103,Storage,Box #31
Jan Mckemmish,Only Lawyers Dancing,939416700,Storage,Box #31
Bert McKenzie,Fringe Benefits,,Storage,Box #19
Christian Mclaughlin,Glamourpuss,525938664,Storage,Box #09
Jeffrey N. Mcmahan,Vampires Anonymous,1555831834,Storage,Box #25
Frank Mcmahon,Brendan Behan's Borstal Boy,,Storage,Box #40
Richie Mcmullen,Enchanted Boy,854490981,Storage,Box #42
Claire Mcnab,Body Guard,1562800736,Storage,Box #31
Claire Mcnab,Cop Out,941483843,Storage,Box #31
Claire Mcnab,Dead Certain,1562800272,Storage,Box #31
Claire Mcnab,Death Down Under,941483398,Storage,Box #31
Claire Mcnab,Fatal Reunion,941483401,Storage,Box #31
Claire Mcnab,Lessons in Murder,941483142,Storage,Box #31
Claire Mcnab,Silent Heart,1562800361,Storage,Box #31
Claire Mcnab,Under the Southern Cross,1562800116,Storage,Box #31
Diana Mcrae,All the Muscle You Need,933216599,Storage,Box #31
Daniel Mcvay,The Baggy-Kneed Camel Blues,915175037,Storage,Box #09
Daniel Mcvay,Fete,915175118,Storage,Box #09
Daniel Mcvay,The Vanilla Kid,915175223,Storage,Box #10
Richard Meeker,Better Angel,1555831168,Storage,Box #10
David Meltzer,The Agency Trilogy,1563332167,Storage,Box #10
Mandy Merck,Perversions Deviant Readings,415907918,Storage,Box #40
Gordon Merrick,The Great Urge Downward,038088971x,Storage,Box #10
Gordon Merrick,An Idol for Others,380009714,Storage,Box #10
Jane Meyerding,Everywhere House,934678421,Storage,Box #31
Sean Michael,Amnesia,9781603700177,Storage,Box #10
Sean Michael,The Broken Road,1934166391,Storage,Box #10
Sean Michael,Center [Cover Says Centered],9781603708074,Storage,Box #19
Sean Michael,"Rock, Rigger And Dick 2: Personal Leave",1934166375,Storage,Box #19
Sean Michael,"Rock, Rigger And Dick 3: Three Day Passes",1933389214,Storage,Box #19
Sean Michael,"Rock, Rigger And Dick 4: Tempering",1933389427,Storage,Box #19
Sean Michael,"Rock, Rigger, and Dick 1: Don't Ask, Don't Tell",1933389435,Storage,Box #19
Sean Michael,"Rock, Rigger, and Dick 5: Out of the Closet",1933389419,Storage,Box #19
Sean Michael,"Rock, Rigger, and Dick 6: On the Sand",9781603702171,Storage,Box #19
Sean Michael,"Rock, Rigger, and Dick 7: Dogtags and Cowboy Boots",9781603708982,Storage,Box #19
Sean Michael; Chris Owen; Julia Talbot; BA Tortuga,Blue Sky Lodge,9781610401708,Storage,Box #19
Grant Michaels,A Body to Dye for,031205825X,Storage,Box #10
Grant Michaels,Dead on Your Feet,312114575,Storage,Box #10
Grant Michaels,Love You to Death,312088418,Storage,Box #10
Grant Michaels,Mask for a Diva,312114621,Storage,Box #10
Joanna Michaels,Nun in the Closet,093467843X,Storage,Box #31
Tere Michaels,Duty & Devotion,1607377330,Storage,Box #10
Marian Michener,Three Glasses of Wine Have Been Removed From This Story,941121003,Storage,Box #31
Penny Mickelbury,Keeping Secrets,1562800523,Storage,Box #31
AKM Miles,Cold Winters,9781608202300,Storage,Box #19
AKM Miles,"Love 1: Love, Jamie",9781907010873,Storage,Box #10
AKM Miles,"Love, Grant",9780857150721,Storage,Box #10
AKM Miles,Stone Canyon,1608201937,Storage,Box #10
Barry Miles,Ginsberg,60973439,Storage,Box #39
Isabel Miller (Author),A Dooryard Full of Flowers,1562800299,Storage,Box #31
Isabel Miller,The Love of Good Women,930044819,Storage,Box #31
Isabel Miller,Patience & Sarah,449210073,Storage,Box #31
Isabel Miller,Side by Side,941483770,Storage,Box #31
Merle Miller,What Happened,06012962x,Storage,Box #10
Neil Miller,In Search of Gay America,871133040,Storage,Box #37
Terry Miller,Standing by,960472479,Storage,Box #10
Valerie Miner,All Good Women,089594328x,Storage,Box #31
Valerie Miner,Blood Sisters,312084617,Storage,Box #31
Valerie Miner,Murder in the English Department,895942305,Storage,Box #31
Karen Marie Christa Minns (Author),Calling Rain,941483878,Storage,Box #31
Karen Marie Christa Minns,Virago,941483568,Storage,Box #31
Yukio Mishima,Confessions of a Mask,081120118x,Storage,Box #10
Yukio Mishima,Forbidden Colors,,Storage,Box #10
Yukio Mishima,The Sailor Who Fell From Grace With the Sea,425028321,Storage,Box #22
K.A. Mitchell,Collision Course 2: No Souvenirs,9781609280024,Storage,Box #19
K.A. Mitchell,Diving in Deep,9781605040905,Storage,Box #10
K.A. Mitchell,Not Knowing Jack,9781609283131,Storage,Box #10
K.A. Mitchell,Regularly Scheduled Life,9781605043074,Storage,Box #10
K.A. Mitchell; Josh Lanyon,And to All a Very Sexy Good Night,9781605049229,Storage,Box #10
Larry Mitchell,In Heat,914017047,Storage,Box #10
Mitzel,The Boston Sex Scandal,915480158,Storage,Box #41
Richard D. Mohr,Gay Ideas,807079200,Storage,Box #37
Paul Monette,Afterlife,517573393,Storage,Box #10
Paul Monette,Gold Diggers,1555831443,Storage,Box #10
Paul Monette,Halfway Home,517583291,Storage,Box #10
Paul Monette,Taking Care of Mrs. Carroll,312015151,Storage,Box #10
John Money,Love and Love Sickness,080182317X,Storage,Box #36
Rex Mongomery,Rough Ridin',B00310TCX2,Storage,Box #19
Robert Montagu,Coming to Terms,704326566,Storage,Box #10
Murray Montague,My Man David,None,Storage,Box #19
Murray Montague,Peter's Problem,,Storage,Box #19
Madeleine Moore,As You Desire,933216955,Storage,Box #31
Oscar Moore,A Matter of Life and Sex,452270065,Storage,Box #10
Robert Mccartney Moore,Forty Ways to Sunday,915175231,Storage,Box #10
Robert Mccartney Moore,The Surprising Rise of Luke Vanner,915175169,Storage,Box #10
Ethan Mordden,"Buddies (Buddies, Book 2)",312106866,Storage,Box #10
Ethan Mordden,"Everybody Loves You (Buddies, Book 3)",312033346,Storage,Box #10
Ethan Mordden,"I’ve a Feeling We’re Not in Kansas Anymore (Buddies, Book 1)",312402910,Storage,Box #10
Ethan Mordden,One Last Waltz,312018010,Storage,Box #10
Ethan Mordden (Editor),Waves,679744770,Storage,Box #10
Daniel Mordell,Big Rod,,Storage,Box #19
Meredith More,October Obsession,941483185,Storage,Box #31
Mary Morell,Final Rest,933216947,Storage,Box #31
Mary Morell,Final Session,933216785,Storage,Box #31
Seth Morgan,Homeboy,679733957,Storage,Box #11
Jack Morin,The Erotic Mind,60169753,Storage,Box #36
Patricia Morrisroe,Mapplethorpe,394576500,Storage,Box #39
Frank Mosca,All-American Boys,932870449,Storage,Box #11
MPI-104,Pier Buddies,,Storage,Box #19
Cherry Muhanji,Her,1879960028,Storage,Box #31
Hilary Mullins,The Cat Came Back,156280040X,Storage,Box #31
Ryū Murakami; Nancy Andrew (Translator),Almost Transparent Blue,870114697,Storage,Box #22
Patricia A. Murphy,Searching for Spring,941483002,Storage,Box #31
Patricia A. Murphy (Author),We Walk the Back of the Tiger,941483134,Storage,Box #31
Stephone O. Murray,"Social Theory, Homosexual Realities ",,Storage,Box #37
Robert Musil; Eithne Wilkins (Translator); Ernst Kaiser (Translator),Young Torless,586034714,Storage,Box #22
Michael Musto,Manhattan on the Rocks,805010327,Storage,Box #23
Elana Nachman,Riverfinger Women,913780316,Storage,Box #31
George Nader,Chrome,1555831141,Storage,Box #25
Michael Nava (Editor),Finale,1555831613,Storage,Box #23
Michael Nava,"The Hidden Law (Henry Rios, Book 4)",345384067,Storage,Box #11
Michael Nava,"How Town (Henry Rios, Book 3)",60162074,Storage,Box #11
Yves Navarre,Our Share of Time,916583287,Storage,Box #11
Martina Navratilova (Co-Author); George Vecsey (Co-Author),Being Myself,586069224,Storage,Box #42
Gloria Naylor (Author),Mama Day,679721819,Storage,Box #31
Gloria Naylor,The Women of Brewster Place,014006690X,Storage,Box #23
William Neale,Home,1608202127,Storage,Box #11
William Neale,A New Normal,1608203522,Storage,Box #11
Charles Nelson,The Boy Who Picked the Bullets Up,821620029,Storage,Box #11
Charles Nelson,Panthers in the Skins of Men,821620061,Storage,Box #11
Michael Nelson,A Room in Chelsea Square,854490205,Storage,Box #11
Joan Nestle (Editor),The Persistent Desire,1555831907,Storage,Box #17
Joan Nestle (Editor); Naomi Holoch (Editor),Women on Women,452263883,Storage,Box #31
Leslea Newman,Good Enough to Eat,932379214,Storage,Box #31
Lesléa Newman,Every Woman’s Dream,934678626,Storage,Box #31
Lesléa Newman,A Letter to Harvey Milk,932379443,Storage,Box #31
Cris Newport,Sparks Might Fly,934678618,Storage,Box #31
Elisabeth Nonas,A Room Full of Women,094148369X,Storage,Box #32
Elisabeth Nonas (Author),Staying Home,1562800760,Storage,Box #32
Artemis Oakgrove,"Dreams of Vengence (Throne Trilogy, Vol 2)",1555833063,Storage,Box #32
Artemis Oakgrove,Nighthawk,917597117,Storage,Box #32
Artemis Oakgrove,The Raging Peace,917597001,Storage,Box #32
Artemis Oakgrove,Throne of Council,155583308X,Storage,Box #32
Denise Ohio,The Finer Grain,941483118,Storage,Box #32
Mona Oikawa (Editor); Dionne Falconer (Editor); Rosamund Elwin (Editor); Ann Decter (Editor),Out Rage,889611882,Storage,Box #17
Willa Okati,And Call Me in the Morning,9781607372882,Storage,Box #11
Amy Oleson,Love & Memory,933216858,Storage,Box #32
Jim Oliver,Closing Distance,039913767X,Storage,Box #11
Maria-Antònia Oliver; Kathleen Mcnerney (Translator),Study in Lilac,931188520,Storage,Box #23
Joseph Olshan,Nightswimmer,671885804,Storage,Box #11
Donald S. Olson,Paradise Gardens,915175266,Storage,Box #11
Donald S. Olson,The Secrets of Mabel Eastlake,915175150,Storage,Box #23
Karen Lee Osborne,Hawkwings,1879427001,Storage,Box #32
Contributors: Frank A. Beach [And Others],Sex Research: New Developments,,Storage,Box #36
Chris Owen,Gemini,9781603706032,Storage,Box #19
Chris Owen,"Natural Disaster (Bareback, Book 2)",9781934166635,Storage,Box #19
Chris Owen; Tory Temple,By the Numbers,1610405560,Storage,Box #11
Zahra Owens,"Clouds and Rain (The Wranglers, #1)",9781615818327,Storage,Box #19
Zahra Owens,"Earth and Sky (The Wranglers, #2)",9781615818341,Storage,Box #11
Lori A. Paige,Passion’s Legacy,941483819,Storage,Box #32
Jacquelyn Holt Park (Author),A Stone Gone Mad,394558618,Storage,Box #32
Severna Park,Speaking Dreams,156341015X,Storage,Box #25
Canaan Parker,The Color of Trees,1555832075,Storage,Box #11
Peter Parker,Ackerley,374522790,Storage,Box #39
Gail Pass,Surviving Sisters,941483169,Storage,Box #32
Gail Pass,Zoe's Book,930044959,Storage,Box #32
Robert Payne,The Exchange,,Storage,Box #19
Dale Peck,Martin and John,60975881,Storage,Box #11
Terri De La Pena,Margins,1878067192,Storage,Box #32
Peter Pepper,The Brass Cock,,Storage,Box #19
Jacques Perdue,Slave and Master ,,Storage,Box #11
Roz Perry,Rose Penski,941483371,Storage,Box #32
Norm Peters,YM Weekend,,Storage,Box #11
Edward O. Phillips,Buried on Sunday,312017421,Storage,Box #11
Edward O. Phillips,Sunday's Child,312022948,Storage,Box #32
Felice Picano,Eyes,440124271,Storage,Box #11
Felice Picano,Slashed to Ribbons in Defense of Love and Other Stories,960472428,Storage,Box #11
Felice Picano; David Martin (Illustrator),An Asian Minor,933322062,Storage,Box #11
Pickles,Queens,704300389,Storage,Box #11
Marissa Piesman,Close Quarters,385305389,Storage,Box #32
Darryl Pilcher (Editor),Certain Voices,155583194X,Storage,Box #11
Elizabeth Pincus (Author),The Solitary Twist,933216939,Storage,Box #32
Joseph Pintauro,Cold Hands,452258855,Storage,Box #11
Neil Plakcy,Aiden & Liam 2: Dancing with the Tide,9781607377467,Storage,Box #11
Neil Plakcy,Gaylife.Com,9781608200368,Storage,Box #11
Neil Plakcy (Editor),The Handsome Prince,9781573446594,Storage,Box #19
Neil Plakcy (Editor),Hard Hats ,,Storage,Box #19
Neil Plakcy,The Russian Boy,9781468135718,Storage,Box #11
David Plante,The Catholic,452259282,Storage,Box #11
David Plante,The Foreigner,525482091,Storage,Box #11
David Plante,The Francoeur Family,701129107,Storage,Box #11
Plato; Benjamin Jowett (Translator); Introduction by Eugene O’connor,On Homosexuality,879756322,Storage,Box #41
Robert Plunket,Love Junkie,60922265,Storage,Box #11
Ted Polhemus; Housk Randall,Rituals of Love,330330934,Storage,Box #36
Dawn Powell; Gore Vidal (Introduction),The Golden Spur,067972687X,Storage,Box #23
Deborah Powell,Bayou City Secrets,941483916,Storage,Box #32
Deborah Powell,Houston Town,704343274,Storage,Box #32
John Preston,The Arena,1563330830,Storage,Box #19
John Preston,The Big Gay Book,452266211,Storage,Box #40
John Preston,Deadly Lies,1563330768,Storage,Box #19
John Preston,Entertainment for a Master,932870945,Storage,Box #11
John Preston (Editor),Flesh and the Word,452267757,Storage,Box #20
John Preston (Editor),Flesh and the Word 2,452270871,Storage,Box #20
John Preston,"Golden Years (Mission of Alex Kane, Vol. 2)",932870651,Storage,Box #11
John Preston,Heir,938743023,Storage,Box #19
John Preston,Hot Living,932870856,Storage,Box #19
John Preston,In Search of a Master,758200919,Storage,Box #11
John Preston,"Lethal Silence (Mission of Alex Kane, No 6)",1555831036,Storage,Box #11
John Preston,The Love of a Master,932870953,Storage,Box #20
John Preston,Mr. Benson,1573441945,Storage,Box #19
John Preston,"Secret Dangers (Mission of Alex Kane, Vol 5)",932870910,Storage,Box #11
John Preston,"Stolen Moments (Mission of Alex Kane, No 4)",932870716,Storage,Box #11
John Preston,Sweet Dreams,932870570,Storage,Box #11
David Price,Alphabet City,946889007,Storage,Box #11
Deb Price; Joyce Murdoch,And Say Hi to Joyce,385473656,Storage,Box #42
Frederic Prokosch,Voices,374518572,Storage,Box #42
Marcel Proust; C.K. Scott Moncrieff (Translator); Terence Kilmartin; Revised by D.J. Enright,Swann’s Way,679600051,Storage,Box #11
Lynette Prucha,Smokescreen,1878533010,Storage,Box #32
Joseph Puccia,Holy Spirit Dance Club,938743074,Storage,Box #12
James Purdy,"The Candles of Your Eyes, and Thirteen Other Stories",1555840663,Storage,Box #12
James Purdy,Garments the Living Wear,872862402,Storage,Box #12
James Purdy,I am Elijah Thrush,854490116,Storage,Box #12
James Purdy,Malcom,,Storage,Box #23
James Purdy,The Nephew,,Storage,Box #23
James Purdy; Tony Tanner (Introduction),Color of Darkness & Malcom,385095597,Storage,Box #12
Lawrence J. Quirk,Some Lovely Image,082162007X,Storage,Box #12
Thom Racina,Tomcat,441816517,Storage,Box #12
Louise Rafkin,Queer and Pleasant Danger,939416603,Storage,Box #23
Roger Raftery,The Pink Triangle,702216216,Storage,Box #12
Victoria Ramstetter (Author); Illustrated by Deborah Powers (Illustrator),The Marquise and the Novice,930044169,Storage,Box #32
Lou Rand,The Gay Detective,9781607517269,Storage,Box #12
Lev Raphael,Dancing on Tisha B’av,312063261,Storage,Box #12
Lev Raphael,The German Money,096795200X,Storage,Box #12
K. B. Raul,Naked to the Night,917342208,Storage,Box #20
Simon Raven,Fielding Gray,825303109,Storage,Box #12
Simon Raven,The Old School,241119294,Storage,Box #42
Jay Rayn,Butch II,1555833179,Storage,Box #32
John Rechy,Bodies and Souls,881840041,Storage,Box #12
John Rechy,City of Night,096507191X,Storage,Box #12
John Rechy,Marilyn’s Daughter,881842729,Storage,Box #23
